name	chr	start	end	height	pval	gene_name	description
chirp_peak_84	Pf3D7_07_v3	1252160	1253840	73.8550766819078	1.8639385337258766e-25	PF3D7_0729400	ribosome biogenesis protein BRX1 putative
chirp_peak_85	Pf3D7_05_v3	418600	420280	73.80880639908588	3.264341719286183e-13	PF3D7_0510000	conserved Plasmodium protein unknown function
chirp_peak_86	Pf3D7_02_v3	757680	758240	73.78104422939272	4.4750797695376494e-06	PF3D7_0218600	patatin-like phospholipase putative
chirp_peak_87	Pf3D7_02_v3	229600	230720	73.75328205969956	4.2306456541461994e-18	PF3D7_0205600	conserved Plasmodium protein unknown function
chirp_peak_88	Pf3D7_12_v3	747600	748720	73.29075875075202	4.017741266227998e-23	PF3D7_1219000	formin 2
chirp_peak_89	Pf3D7_11_v3	532280	533960	73.26299658105887	2.729090524453702e-21	PF3D7_1113800	conserved Plasmodium membrane protein unknown function
chirp_peak_90	Pf3D7_13_v3	233520	235200	73.2444884679301	2.5366299954007368e-37	PF3D7_1304400	PUB domain-containing protein putative
chirp_peak_91	Pf3D7_07_v3	201880	202440	73.2444884679301	9.548437628264635e-06	PF3D7_0704300	conserved Plasmodium membrane protein unknown function
chirp_peak_92	Pf3D7_04_v3	885080	888720	72.99009167204537	2.483848741992255e-18	PF3D7_0419900	phosphatidylinositol 4-kinase putative
chirp_peak_93	Pf3D7_11_v3	1285480	1286600	72.99009167204537	1.1176423887211878e-08	PF3D7_1133200	conserved Plasmodium protein unknown function
chirp_peak_94	Pf3D7_13_v3	2102800	2105040	72.9623295023522	3.0841617991426814e-15	PF3D7_1352700	intron-binding protein aquarius putative
chirp_peak_95	Pf3D7_02_v3	121240	122920	72.7542029892894	4.562117611348669e-12	PF3D7_0202400	translation-enhancing factor
chirp_peak_96	Pf3D7_09_v3	118440	119560	72.48129808027589	7.164106789149772e-22	PF3D7_0902700	Plasmodium exported protein (PHISTb) unknown function pseudogene
chirp_peak_97	Pf3D7_14_v3	2877280	2878680	72.46278996714713	1.5204166410672274e-10	PF3D7_1470100	conserved Plasmodium protein unknown function
chirp_peak_98	Pf3D7_13_v3	537320	538160	72.24540939751994	1.0309888410150593e-08	PF3D7_1312800	conserved Plasmodium protein unknown function
chirp_peak_99	Pf3D7_03_v3	547120	548240	72.18063100156924	2.6070251316253286e-10	PF3D7_0313400	conserved Plasmodium protein unknown function
chirp_peak_100	Pf3D7_11_v3	1273440	1275120	72.16212288844048	2.49214503478099e-26	PF3D7_1132900	glycine cleavage system H protein
chirp_peak_101	Pf3D7_14_v3	217280	220360	71.95399637537766	2.6575991292366226e-56	PF3D7_1406200	transcription elongation factor SPT6 putative
chirp_peak_102	Pf3D7_12_v3	1470840	1471680	71.91698014912012	3.4388511284791954e-10	PF3D7_1235300	CCR4-NOT transcription complex subunit 4 putative
chirp_peak_103	Pf3D7_02_v3	195160	196560	71.107519478644	2.0371507599573122e-07	PF3D7_0204300	conserved Plasmodium protein unknown function
chirp_peak_104	Pf3D7_02_v3	399840	401240	70.59872588687452	6.162831633365877e-11	PF3D7_0209700	RING zinc finger protein putative
chirp_peak_105	Pf3D7_13_v3	2639560	2642080	70.57096371718137	3.606984886682379e-17	PF3D7_1366300	conserved Plasmodium protein unknown function
chirp_peak_106	Pf3D7_10_v3	1442840	1443960	70.54320154748822	1.1699561382869218e-14	PF3D7_1036500	conserved Plasmodium protein unknown function
chirp_peak_107	Pf3D7_09_v3	1255520	1256920	70.06217012541191	3.9336030110512155e-26	PF3D7_0931100	nucleolar protein Nop52 putative
chirp_peak_108	Pf3D7_13_v3	1849680	1850800	70.01589984258999	6.305972393114873e-20	PF3D7_1346300	DNA/RNA-binding protein Alba 2
chirp_peak_109	Pf3D7_04_v3	537880	538720	70.01589984258999	3.871806456993878e-10	PF3D7_0412000	LITAF-like zinc finger protein putative
chirp_peak_110	Pf3D7_11_v3	871640	873600	69.77075710326963	5.928169916010725e-15	PF3D7_1122800	calcium-dependent protein kinase 6
chirp_peak_111	Pf3D7_13_v3	1113280	1114680	69.48859813769175	2.0272421559043948e-16	PF3D7_1326600	conserved Plasmodium protein unknown function
chirp_peak_112	Pf3D7_06_v3	459760	460880	68.98905860248666	5.480529588583216e-38	PF3D7_0610900	transcription elongation factor SPT5 putative
chirp_peak_113	Pf3D7_10_v3	1035160	1036000	68.98905860248666	1.0957438156163023e-07	PF3D7_1024800	exported protein 3
chirp_peak_114	Pf3D7_05_v3	120680	121240	68.95204237622912	1.307473135668259e-10	PF3D7_0502700	conserved protein unknown function
chirp_peak_115	Pf3D7_13_v3	934920	935480	68.93353426310034	7.59665270878312e-07	PF3D7_1322200	conserved Plasmodium protein unknown function
chirp_peak_116	Pf3D7_05_v3	1118040	1120560	68.70689963690877	1.2154205259964625e-16	PF3D7_0526700	conserved protein unknown function
chirp_peak_117	Pf3D7_07_v3	339080	339640	68.46175689758843	2.1303379429600165e-06	PF3D7_0707300	rhoptry-associated membrane antigen
chirp_peak_118	Pf3D7_07_v3	1222760	1223320	68.1981060451393	5.174985475909176e-13	PF3D7_0728600	RING zinc finger protein putative
chirp_peak_119	Pf3D7_02_v3	799400	801360	68.15183576231738	7.715727697072288e-18	PF3D7_0220000	liver stage antigen 3
chirp_peak_120	Pf3D7_03_v3	698880	701960	68.12407359262423	5.9152135334453546e-43	PF3D7_0317300	conserved Plasmodium protein unknown function
chirp_peak_121	Pf3D7_13_v3	1831480	1832880	67.95296330581895	3.0392227247854775e-20	PF3D7_1345800	conserved Plasmodium protein unknown function
chirp_peak_122	Pf3D7_07_v3	922040	923440	67.9344551926902	3.301181913181215e-36	PF3D7_0721300	ATP-dependent RNA helicase DBP7 putative
chirp_peak_123	Pf3D7_05_v3	822080	823480	67.92520113612579	2.3661040068039136e-12	PF3D7_0519800	EELM2 domain-containing protein putative
chirp_peak_124	Pf3D7_14_v3	1770440	1771000	67.89743896643265	7.229466819383062e-06	PF3D7_1443100	conserved Plasmodium protein unknown function
chirp_peak_125	Pf3D7_07_v3	904960	906920	67.87893085330387	5.576747749609341e-25	PF3D7_0721000	conserved Plasmodium membrane protein unknown function
chirp_peak_126	Pf3D7_14_v3	1934520	1935920	67.67080434024106	2.35780214892993e-46	PF3D7_1447200	conserved protein unknown function
chirp_peak_127	Pf3D7_04_v3	114240	114800	67.66155028367669	6.765011399400222e-08	PF3D7_0402000	Plasmodium exported protein (PHISTa) unknown function
chirp_peak_128	Pf3D7_10_v3	455000	456400	67.63378811398353	3.462299972180772e-18	PF3D7_1011800	PRE-binding protein
chirp_peak_129	Pf3D7_11_v3	1634360	1636040	67.56900971803283	6.146232357796506e-15	PF3D7_1140800	conserved Plasmodium protein unknown function
chirp_peak_130	Pf3D7_04_v3	881160	882280	67.37013726153441	3.9459893176576705e-10	PF3D7_0419900	phosphatidylinositol 4-kinase putative
chirp_peak_131	Pf3D7_10_v3	1507240	1508080	67.35162914840564	8.696467967486272e-26	PF3D7_1038100	GDP dissociation inhibitor putative
chirp_peak_132	Pf3D7_13_v3	356440	357840	67.33312103527687	1.0553781391204093e-26	PF3D7_1308000	conserved Plasmodium membrane protein unknown function
chirp_peak_133	Pf3D7_09_v3	1136520	1137640	67.33312103527687	2.5961344346941117e-20	PF3D7_0928100	conserved Plasmodium protein unknown function
chirp_peak_134	Pf3D7_05_v3	732480	733320	67.15275669190721	7.674797340887315e-08	PF3D7_0517400	FACT complex subunit SPT16 putative
chirp_peak_135	Pf3D7_13_v3	902160	903000	67.06947018282776	2.4996513583239493e-11	PF3D7_1321700	splicing factor 1
chirp_peak_136	Pf3D7_09_v3	191800	192640	66.89835989602247	8.687340312412069e-25	PF3D7_0904100	AP-4 complex subunit epsilon putative
chirp_peak_137	Pf3D7_13_v3	1406720	1407560	66.8891058394581	2.0188055113696316e-20	PF3D7_1334500	MSP7-like protein
chirp_peak_138	Pf3D7_12_v3	941920	942760	66.8891058394581	9.866649848346848e-08	PF3D7_1223400	phospholipid-transporting ATPase putative
