name	chr	start	end	height	pval	gene_name	description
chirp_peak_40	Pf3D7_07_v3	301600	302380	135.93164648341747	3.7169304688766863e-11	PF3D7_0706100	conserved Plasmodium protein unknown function
chirp_peak_41	Pf3D7_11_v3	260000	260260	105.27112140008663	1.5092383687615893e-09	PF3D7_1106100	apicoplast ribosomal protein S15 precursor putative
chirp_peak_42	Pf3D7_08_v3	1331200	1331460	95.13063626686288	9.69869798250695e-06	PF3D7_0831100	surface-associated interspersed protein 8.1 (SURFIN 8.1)
chirp_peak_43	Pf3D7_06_v3	773630	774150	91.83813343979682	4.398245438071372e-10	PF3D7_0618500	malate dehydrogenase
chirp_peak_44	Pf3D7_04_v3	338650	338910	91.74250556633297	2.164336397268493e-06	PF3D7_0406500	NYN domain-containing protein putative
chirp_peak_45	Pf3D7_11_v3	1775540	1776190	88.30656092907114	5.046111822825577e-09	PF3D7_1144800	conserved Plasmodium protein unknown function
chirp_peak_46	Pf3D7_06_v3	589160	589550	84.89452326017528	3.2763537529884664e-09	PF3D7_0614100	conserved Plasmodium protein unknown function
chirp_peak_47	Pf3D7_08_v3	1109680	1109940	81.60202043310923	3.765953573216647e-07	PF3D7_0826000	conserved Plasmodium protein unknown function
chirp_peak_48	Pf3D7_09_v3	1173510	1173770	78.23779670094527	4.921122078918443e-06	PF3D7_0929300	conserved Plasmodium protein unknown function
chirp_peak_49	Pf3D7_09_v3	1384500	1386710	78.14216882748144	2.2180494894467617e-23	PF3D7_0935400	gametocyte development protein 1
chirp_peak_50	Pf3D7_14_v3	246090	246350	74.80185206368346	7.559809743457015e-06	PF3D7_1406800	glideosome associated protein with multiple membrane spans 3
chirp_peak_51	Pf3D7_09_v3	601510	601770	74.77794509531749	1.22925306054364e-08	PF3D7_0914100	conserved Plasmodium protein unknown function
chirp_peak_52	Pf3D7_09_v3	697840	698230	71.34200045805567	1.751755129482127e-06	PF3D7_0916700	RNA-binding protein musashi putative
chirp_peak_53	Pf3D7_11_v3	1486420	1486680	68.02559066262364	2.9317172767438216e-07	PF3D7_1137900	conserved Plasmodium protein unknown function
chirp_peak_54	Pf3D7_14_v3	1612780	1613950	64.5418320886299	1.3713090652165572e-18	PF3D7_1439600	cytochrome c oxidase subunit ApiCOX26 putative
chirp_peak_55	Pf3D7_06_v3	1173900	1174160	61.20151532483192	5.505898062707787e-09	PF3D7_0628300	choline/ethanolaminephosphotransferase putative
chirp_peak_56	Pf3D7_04_v3	235170	235950	61.12979441973404	8.315765560422281e-13	PF3D7_0404300	conserved Plasmodium protein unknown function
chirp_peak_57	Pf3D7_02_v3	605020	605410	57.90901249776586	2.822819786880959e-06	PF3D7_0214800	conserved Plasmodium membrane protein unknown function
chirp_peak_58	Pf3D7_09_v3	1287130	1287390	54.52088179723595	2.311572807638576e-06	PF3D7_0932200	profilin
chirp_peak_59	Pf3D7_14_v3	717860	718120	54.37743998704019	9.626094991870185e-06	PF3D7_1417400	rap guanine nucleotide exchange factor putative pseudogene
chirp_peak_60	Pf3D7_12_v3	974350	975910	50.989309286510284	9.060341887755458e-08	PF3D7_1224000	GTP cyclohydrolase 1
chirp_peak_61	Pf3D7_02_v3	554320	554580	50.96540231814432	4.67598568505361e-06	PF3D7_0213600	conserved Plasmodium protein unknown function
chirp_peak_62	Pf3D7_08_v3	211250	211640	47.62508555434634	7.599269734642857e-07	PF3D7_0803400	DNA repair and recombination protein RAD54 putative
chirp_peak_63	Pf3D7_06_v3	1034670	1035060	47.60117858598038	8.26110202578674e-07	PF3D7_0625500	conserved Plasmodium membrane protein unknown function
chirp_peak_64	Pf3D7_06_v3	778700	779220	47.50555071251654	4.403182911609903e-10	PF3D7_0618700	trafficking protein particle complex subunit 6A putative
chirp_peak_65	Pf3D7_12_v3	1157520	1157780	44.284768790548355	6.992882565253719e-06	PF3D7_1228400	conserved Plasmodium protein unknown function
chirp_peak_66	Pf3D7_11_v3	590720	590980	44.26086182218239	7.261902220519824e-06	PF3D7_1115600	peptidyl-prolyl cis-trans isomerase
chirp_peak_67	Pf3D7_14_v3	147810	148070	44.236954853816435	1.2527668751602662e-06	PF3D7_1404200	conserved Plasmodium protein unknown function
chirp_peak_68	Pf3D7_14_v3	1235910	1236170	40.84882415328653	6.703635498488471e-06	PF3D7_1431400	surface-related antigen SRA
chirp_peak_69	Pf3D7_14_v3	1248780	1249170	40.82491718492057	3.4621310708917013e-06	PF3D7_1431800	apyrase putative
chirp_peak_70	Pf3D7_14_v3	3103620	3103880	40.801010216554616	2.480073610551594e-06	PF3D7_1475400	cysteine repeat modular protein 4
chirp_peak_71	Pf3D7_11_v3	906360	907400	40.75319627982269	4.5770864272184686e-07	PF3D7_1123100	calcium-dependent protein kinase 7
chirp_peak_72	Pf3D7_14_v3	2022540	2022800	40.729289311456725	2.507948391358843e-06	PF3D7_1449400	crossover junction endonuclease MUS81 putative
chirp_peak_73	Pf3D7_13_v3	1398930	1399190	40.729289311456725	8.14542653486879e-06	PF3D7_1334200	chaperone binding protein putative
chirp_peak_74	Pf3D7_13_v3	1538030	1538420	37.436786484390666	6.689278985019809e-07	PF3D7_1338000	LMBR1 domain-containing protein putative
chirp_peak_75	Pf3D7_11_v3	1097460	1097720	37.436786484390666	1.828969964270086e-06	PF3D7_1128200	multiprotein-bridging factor 1 putative
chirp_peak_76	Pf3D7_11_v3	1789320	1789710	37.436786484390666	3.3679176911167854e-06	PF3D7_1145200	serine/threonine protein kinase putative
chirp_peak_77	Pf3D7_03_v3	405860	406250	37.4128795160247	1.0754891125664613e-07	PF3D7_0309500	asparagine synthetase [glutamine-hydrolyzing] putative
chirp_peak_78	Pf3D7_06_v3	826410	826800	37.4128795160247	3.672678258248463e-07	PF3D7_0619600	conserved Plasmodium protein unknown function
chirp_peak_79	Pf3D7_02_v3	531700	532090	37.4128795160247	4.4514886746000515e-06	PF3D7_0212800	multidrug efflux pump putative
chirp_peak_80	Pf3D7_05_v3	1143220	1143480	37.4128795160247	8.228044234160708e-06	PF3D7_0527500	Hsc70-interacting protein
chirp_peak_81	Pf3D7_13_v3	347880	348270	37.388972547658746	3.5528225360659363e-09	PF3D7_1307700	TOM1-like protein putative
chirp_peak_82	Pf3D7_14_v3	366730	366990	37.388972547658746	6.163345588440472e-08	PF3D7_1409400	conserved protein unknown function
chirp_peak_83	Pf3D7_13_v3	745290	746200	37.388972547658746	7.14640315825555e-08	PF3D7_1318000	conserved protein unknown function
chirp_peak_84	Pf3D7_01_v3	537420	537810	37.388972547658746	8.550495382226279e-07	PF3D7_0113900	CX3CL1-binding protein 1
chirp_peak_85	Pf3D7_12_v3	820430	820690	37.388972547658746	1.3929884060242337e-06	PF3D7_1220600	conserved Plasmodium protein unknown function
chirp_peak_86	Pf3D7_03_v3	368160	368420	37.388972547658746	1.566787752407865e-06	PF3D7_0308400	U4 spliceosomal RNA
chirp_peak_87	Pf3D7_13_v3	1171950	1172210	37.388972547658746	3.696295922182484e-06	PF3D7_1328000	conserved Plasmodium protein unknown function
chirp_peak_88	Pf3D7_14_v3	3048630	3049020	37.36506557929279	1.1693419824773481e-08	PF3D7_1474400	conserved Plasmodium protein unknown function
chirp_peak_89	Pf3D7_12_v3	1160770	1161160	37.36506557929279	3.051246098968299e-08	PF3D7_1228600	merozoite surface protein 9
chirp_peak_90	Pf3D7_09_v3	716950	717210	34.07256275222672	1.2002369004098065e-08	PF3D7_0917200	conserved protein unknown function
chirp_peak_91	Pf3D7_09_v3	222560	222950	34.04865578386077	1.4062157453424765e-07	PF3D7_0904800	replication protein A1 small fragment
chirp_peak_92	Pf3D7_14_v3	2947100	2947750	34.04865578386077	2.8433289788688706e-06	PF3D7_1472200	histone deacetylase putative
chirp_peak_93	Pf3D7_14_v3	2283450	2283840	34.04865578386077	4.106254306362798e-06	PF3D7_1455800	LCCL domain-containing protein
chirp_peak_94	Pf3D7_09_v3	63830	64220	34.04865578386077	4.804805830457514e-06	PF3D7_0901200	Plasmodium exported protein unknown function fragment
chirp_peak_95	Pf3D7_10_v3	1020370	1020630	34.04865578386077	6.205409647760775e-06	PF3D7_1024100	conserved Plasmodium protein unknown function
chirp_peak_96	Pf3D7_14_v3	2891330	2891590	34.04865578386077	8.003708823535446e-06	PF3D7_1470700	conserved Plasmodium protein unknown function
chirp_peak_97	Pf3D7_14_v3	1746550	1746940	34.0247488154948	5.895020615865739e-09	PF3D7_1442700	conserved Plasmodium protein unknown function
chirp_peak_98	Pf3D7_03_v3	736450	738010	34.0247488154948	6.210674707981622e-08	PF3D7_0317700	CPSF (cleavage and polyadenylation specific factor) subunit A putative
chirp_peak_99	Pf3D7_13_v3	549380	549770	34.0247488154948	2.4223351040823107e-07	PF3D7_1312900	eukaryotic translation initation factor 4 gamma
chirp_peak_100	Pf3D7_06_v3	1007500	1007890	34.0247488154948	4.4838494260236005e-07	PF3D7_0624600	SNF2 helicase putative
chirp_peak_101	Pf3D7_02_v3	488800	489190	34.0247488154948	4.906683124737502e-07	PF3D7_0212100	conserved Plasmodium protein unknown function
chirp_peak_102	Pf3D7_07_v3	943150	943540	34.0247488154948	5.403949647899548e-07	PF3D7_0722100	protein pelota homolog putative
chirp_peak_103	Pf3D7_11_v3	762580	762970	34.0247488154948	1.0192432552179484e-06	PF3D7_1120100	phosphoglycerate mutase putative
chirp_peak_104	Pf3D7_04_v3	222820	223080	34.0247488154948	1.8138975808513808e-06	PF3D7_0403900	SET domain protein putative
chirp_peak_105	Pf3D7_13_v3	2323490	2323750	34.0247488154948	2.304341590155284e-06	PF3D7_1358600	zinc finger protein putative
chirp_peak_106	Pf3D7_12_v3	1870440	1870830	34.0247488154948	3.0237974437339497e-06	PF3D7_1244600	ADP-ribosylation factor GTPase-activating protein
chirp_peak_107	Pf3D7_09_v3	1265940	1266200	34.0247488154948	5.8920616771270885e-06	PF3D7_0931500	conserved Plasmodium protein unknown function
chirp_peak_108	Pf3D7_10_v3	1064570	1064960	34.00084184712884	2.2412160984110788e-07	PF3D7_1025400	conserved Plasmodium membrane protein unknown function
chirp_peak_109	Pf3D7_10_v3	434200	434590	34.00084184712884	8.336747915619439e-07	PF3D7_1011100	conserved Plasmodium protein unknown function
chirp_peak_110	Pf3D7_10_v3	806000	806390	34.00084184712884	1.0849797539024955e-06	PF3D7_1019800	tRNA methyltransferase putative
chirp_peak_111	Pf3D7_14_v3	58760	59150	34.00084184712884	2.2571608394838224e-06	PF3D7_1401500	esterase putative
chirp_peak_112	Pf3D7_12_v3	1034800	1035060	34.00084184712884	5.460370881108081e-06	PF3D7_1225500	small subunit rRNA processing factor putative
chirp_peak_113	Pf3D7_14_v3	3066700	3067090	33.97693487876288	1.713389670309267e-08	PF3D7_1474800	proteasome subunit alpha type-1 putative
chirp_peak_114	Pf3D7_14_v3	1508520	1508910	33.97693487876288	2.3376564015490064e-07	PF3D7_1437200	ribonucleoside-diphosphate reductase large subunit putative
chirp_peak_115	Pf3D7_04_v3	1141790	1142180	33.97693487876288	5.847694971558789e-07	PF3D7_0425300	Plasmodium exported protein (PHISTa) unknown function pseudogene
chirp_peak_116	Pf3D7_10_v3	812110	812500	33.97693487876288	6.450508980849888e-07	PF3D7_1020000	RNA-binding protein 34 putative
chirp_peak_117	Pf3D7_13_v3	209170	209560	33.97693487876288	1.1143724893341584e-06	PF3D7_1303800	conserved Plasmodium protein unknown function
chirp_peak_118	Pf3D7_14_v3	2424370	2424760	33.97693487876288	1.1635718022221263e-06	PF3D7_1459100	GTP-binding protein putative
chirp_peak_119	Pf3D7_06_v3	476320	476580	33.97693487876288	1.6654229344789998e-06	PF3D7_0611400	SWIB/MDM2 domain-containing protein
chirp_peak_120	Pf3D7_14_v3	212160	212550	33.97693487876288	1.987829840178292e-06	PF3D7_1406100	tubby domain-containing protein putative
chirp_peak_121	Pf3D7_11_v3	511160	511550	33.97693487876288	2.41094544759927e-06	PF3D7_1113100	protein tyrosine phosphatase
chirp_peak_122	Pf3D7_14_v3	2019940	2020200	33.97693487876288	4.220254200440635e-06	PF3D7_1449400	crossover junction endonuclease MUS81 putative
chirp_peak_123	Pf3D7_14_v3	1603940	1604720	33.95302791039692	4.386064879817914e-07	PF3D7_1439400	cytochrome b-c1 complex subunit Rieske putative
chirp_peak_124	Pf3D7_05_v3	1046110	1046630	33.95302791039692	7.451196290143242e-07	PF3D7_0525200	structural maintenance of chromosomes protein 6 putative
chirp_peak_125	Pf3D7_13_v3	223470	223730	33.95302791039692	5.865854771732821e-06	PF3D7_1304100	DNA ligase I
chirp_peak_126	Pf3D7_06_v3	953550	953810	33.95302791039692	8.185559009494158e-06	PF3D7_0623500	superoxide dismutase [Fe]
chirp_peak_127	Pf3D7_11_v3	1055470	1055730	33.92912094203096	2.4365512210167214e-06	PF3D7_1127000	protein phosphatase putative
chirp_peak_128	Pf3D7_07_v3	682370	682630	33.92912094203096	3.7478605403439963e-06	PF3D7_0715200	conserved Plasmodium protein unknown function
chirp_peak_129	Pf3D7_08_v3	466960	467220	30.68443205169682	9.055638037672191e-06	PF3D7_0809100	erythrocyte membrane protein 1 PfEMP1
chirp_peak_130	Pf3D7_13_v3	2277730	2278120	30.66052508333086	4.2416261360054515e-07	PF3D7_1357400	conserved Plasmodium protein unknown function
chirp_peak_131	Pf3D7_07_v3	213850	214240	30.66052508333086	8.746545080510138e-07	PF3D7_0704500	serine/threonine protein kinase putative
chirp_peak_132	Pf3D7_13_v3	1397110	1397370	30.66052508333086	1.5608067279097393e-06	PF3D7_1334200	chaperone binding protein putative
chirp_peak_133	Pf3D7_10_v3	1367470	1367730	30.66052508333086	8.917575797612004e-06	PF3D7_1034400	flavoprotein subunit of succinate dehydrogenase
chirp_peak_134	Pf3D7_07_v3	481650	482170	30.6366181149649	6.440434186769763e-08	PF3D7_0710700	conserved Plasmodium protein unknown function
chirp_peak_135	Pf3D7_05_v3	1004380	1004900	30.6366181149649	4.027900360292545e-07	PF3D7_0524100	conserved Plasmodium protein unknown function
chirp_peak_136	Pf3D7_06_v3	923650	924560	30.6366181149649	4.188284967040911e-07	PF3D7_0622800	leucine--tRNA ligase putative
chirp_peak_137	Pf3D7_14_v3	1857310	1857570	30.6366181149649	1.1723034594115902e-06	PF3D7_1445200	ATP-dependent RNA helicase MAK5 putative
chirp_peak_138	Pf3D7_13_v3	2303600	2303860	30.6366181149649	2.1258187702813976e-06	PF3D7_1358000	patatin-like phospholipase putative
chirp_peak_139	Pf3D7_11_v3	1731210	1731600	30.6366181149649	2.4431938434127883e-06	PF3D7_1143300	DNA-directed RNA polymerases I and III subunit RPAC1 putative
chirp_peak_140	Pf3D7_13_v3	1046890	1047280	30.6366181149649	2.488406497998563e-06	PF3D7_1325200	lactate dehydrogenase putative
chirp_peak_141	Pf3D7_10_v3	923390	923650	30.6366181149649	3.2842256441757247e-06	PF3D7_1022000	RNA-binding protein putative
chirp_peak_142	Pf3D7_12_v3	1236430	1236690	30.6366181149649	4.719769209173834e-06	PF3D7_1230000	TBC domain-containing protein putative
chirp_peak_143	Pf3D7_14_v3	2237300	2237560	30.6366181149649	5.411208657701088e-06	PF3D7_1454400	aminopeptidase P
chirp_peak_144	Pf3D7_12_v3	194870	195260	30.6366181149649	6.131199134097784e-06	PF3D7_1203900	ubiquitin-conjugating enzyme E2
chirp_peak_145	Pf3D7_07_v3	1070810	1071070	30.6366181149649	6.19480986086608e-06	PF3D7_0725200	mago nashi protein homologue putative
chirp_peak_146	Pf3D7_06_v3	342290	342550	30.6366181149649	8.242337922292979e-06	PF3D7_0608200	conserved Plasmodium protein unknown function
chirp_peak_147	Pf3D7_10_v3	244270	244530	30.6366181149649	8.593233163571689e-06	PF3D7_1005600	DnaJ protein putative
chirp_peak_148	Pf3D7_13_v3	1830400	1830660	30.6366181149649	9.525586581148372e-06	PF3D7_1345700	isocitrate dehydrogenase [NADP] mitochondrial
chirp_peak_149	Pf3D7_14_v3	567060	567580	30.612711146598937	1.4001057439629238e-08	PF3D7_1414200	conserved Plasmodium protein unknown function
chirp_peak_150	Pf3D7_11_v3	746200	746720	30.612711146598937	3.67038329694698e-07	PF3D7_1119800	alternative splicing factor ASF-1 putative
chirp_peak_151	Pf3D7_04_v3	1109290	1109680	30.612711146598937	3.6968517778145115e-07	PF3D7_0424500	serine/threonine protein kinase FIKK family
chirp_peak_152	Pf3D7_14_v3	400400	400790	30.612711146598937	4.6871630143763954e-07	PF3D7_1410200	CTP synthase
chirp_peak_153	Pf3D7_05_v3	804960	805350	30.612711146598937	4.7312890450499665e-07	PF3D7_0519500	CCR4 domain-containing protein 1 putative
chirp_peak_154	Pf3D7_13_v3	1531790	1532180	30.612711146598937	5.038686572745138e-07	PF3D7_1337800	calcium-dependent protein kinase 5
chirp_peak_155	Pf3D7_14_v3	1290510	1290900	30.612711146598937	7.884155976910318e-07	PF3D7_1432700	protein-L-isoaspartate(D-aspartate) O-methyltransferase putative
chirp_peak_156	Pf3D7_12_v3	1827020	1827410	30.612711146598937	8.879464501024151e-07	PF3D7_1243600	translation initiation factor SUI1 putative
chirp_peak_157	Pf3D7_03_v3	835640	836030	30.612711146598937	1.0638018306379773e-06	PF3D7_0319900	conserved protein unknown function
chirp_peak_158	Pf3D7_07_v3	1280500	1280890	30.612711146598937	1.2331297864250853e-06	PF3D7_0729900	dynein heavy chain putative
chirp_peak_159	Pf3D7_10_v3	1052220	1052480	30.612711146598937	1.547863511774891e-06	PF3D7_1025100	glutamine--fructose-6-phosphate aminotransferase [isomerizing] putative
chirp_peak_160	Pf3D7_12_v3	669240	669630	30.612711146598937	1.5587206195504104e-06	PF3D7_1216900	DNA-binding chaperone putative
chirp_peak_161	Pf3D7_03_v3	536510	536900	30.612711146598937	2.058128210505128e-06	PF3D7_0312900	hypothetical protein
chirp_peak_162	Pf3D7_10_v3	1192750	1193140	30.612711146598937	2.4121983795716665e-06	PF3D7_1029100	conserved Plasmodium protein unknown function
chirp_peak_163	Pf3D7_14_v3	3040440	3040700	30.612711146598937	2.832981078123529e-06	PF3D7_1474300	DNA repair metallo-beta-lactamase protein putative
chirp_peak_164	Pf3D7_07_v3	1107210	1107600	30.612711146598937	3.268835270777145e-06	PF3D7_0726300	DNA mismatch repair protein PMS1 putative
chirp_peak_165	Pf3D7_08_v3	463580	463970	30.612711146598937	3.729862249563306e-06	PF3D7_0809100	erythrocyte membrane protein 1 PfEMP1
chirp_peak_166	Pf3D7_12_v3	613990	614380	30.612711146598937	4.112786248572888e-06	PF3D7_1214600	adrenodoxin-type ferredoxin putative
chirp_peak_167	Pf3D7_10_v3	842010	842400	30.612711146598937	4.437516791479659e-06	PF3D7_1020800	dihydrolipoamide acyltransferase component E2
chirp_peak_168	Pf3D7_12_v3	1975220	1975480	30.612711146598937	8.221933009906962e-06	PF3D7_1248100	methyltransferase putative
chirp_peak_169	Pf3D7_10_v3	499330	499590	30.612711146598937	8.978450051394014e-06	PF3D7_1013000	zinc finger protein putative
chirp_peak_170	Pf3D7_02_v3	293930	294320	30.588804178232976	7.23079069481236e-08	PF3D7_0207400	serine repeat antigen 7
chirp_peak_171	Pf3D7_11_v3	1833650	1834040	30.588804178232976	1.354052676709111e-07	PF3D7_1146600	oocyst rupture protein 1 putative
chirp_peak_172	Pf3D7_10_v3	654810	655200	30.588804178232976	3.424592250033746e-07	PF3D7_1016300	GBP130 protein
chirp_peak_173	Pf3D7_10_v3	207610	208260	30.588804178232976	6.44097495337308e-07	PF3D7_1004400	RNA-binding protein putative
chirp_peak_174	Pf3D7_11_v3	1095120	1095510	30.588804178232976	6.450508980849888e-07	PF3D7_1128100	prefoldin subunit 5 putative
chirp_peak_175	Pf3D7_13_v3	1547000	1547390	30.588804178232976	7.238758495361151e-07	PF3D7_1338200	60S ribosomal protein L6 putative
chirp_peak_176	Pf3D7_12_v3	1898260	1898520	30.588804178232976	1.0437796267546609e-06	PF3D7_1245500	conserved Plasmodium protein unknown function
chirp_peak_177	Pf3D7_04_v3	439790	440180	30.588804178232976	1.0719065322884404e-06	PF3D7_0409200	protein SOF1 putative
chirp_peak_178	Pf3D7_05_v3	947960	948220	30.588804178232976	1.3601050805489749e-06	PF3D7_0522900	zinc finger protein putative
chirp_peak_179	Pf3D7_11_v3	860600	860990	30.588804178232976	1.425621678757131e-06	PF3D7_1122600	conserved Plasmodium protein unknown function
chirp_peak_180	Pf3D7_12_v3	470990	471510	30.588804178232976	1.6347704708808122e-06	PF3D7_1210500	conserved Plasmodium protein unknown function
chirp_peak_181	Pf3D7_14_v3	2844270	2844660	30.588804178232976	1.7266049005568535e-06	PF3D7_1469400	nucleoside transporter 3 putative
chirp_peak_182	Pf3D7_08_v3	349960	350220	30.588804178232976	1.7504862470858032e-06	PF3D7_0806600	kinesin-like protein putative
chirp_peak_183	Pf3D7_13_v3	1230320	1230710	30.588804178232976	1.9011098747635931e-06	PF3D7_1329100	myosin F putative
chirp_peak_184	Pf3D7_12_v3	692510	692900	30.588804178232976	2.2414084015916294e-06	PF3D7_1217500	conserved Plasmodium protein unknown function
chirp_peak_185	Pf3D7_08_v3	1411280	1411670	30.588804178232976	2.40101076561921e-06	PF3D7_0832800	rifin
chirp_peak_186	Pf3D7_11_v3	1641900	1642160	30.588804178232976	2.4725216274294684e-06	PF3D7_1140900	conserved Plasmodium protein unknown function
chirp_peak_187	Pf3D7_09_v3	510510	510770	30.588804178232976	2.8495234142252858e-06	PF3D7_0911200	conserved Plasmodium protein unknown function
chirp_peak_188	Pf3D7_03_v3	792220	792480	30.588804178232976	3.141443510477057e-06	PF3D7_0318900	conserved protein unknown function
chirp_peak_189	Pf3D7_11_v3	129480	129870	30.588804178232976	3.5285876217427207e-06	PF3D7_1102700	early transcribed membrane protein 11.1
chirp_peak_190	Pf3D7_13_v3	2513160	2513420	30.588804178232976	3.830759006452943e-06	PF3D7_1362700	conserved Plasmodium protein unknown function
chirp_peak_191	Pf3D7_02_v3	315770	316030	30.588804178232976	3.855295605068232e-06	PF3D7_0207800	serine repeat antigen 3
chirp_peak_192	Pf3D7_09_v3	1302080	1302340	30.588804178232976	4.104356564859677e-06	PF3D7_0932700	conserved Plasmodium protein unknown function
