name	chr	start	end	height	pval	gene_name	description
chirp_peak_31	Pf3D7_02_v3	220920	221160	65.3616322461958	2.2473450302910347e-06	PF3D7_0205300	conserved Plasmodium protein unknown function
chirp_peak_32	Pf3D7_10_v3	1025280	1025640	65.32744322833591	8.872977362940341e-11	PF3D7_1024400	conserved Plasmodium protein unknown function
chirp_peak_33	Pf3D7_12_v3	1121640	1122600	65.27735322651804	8.088941973397939e-10	PF3D7_1227500	protein SOC2 putative
chirp_peak_34	Pf3D7_12_v3	515760	516360	65.1930742068403	8.56104022021593e-08	PF3D7_1211600	lysine-specific histone demethylase 1 putative
chirp_peak_35	Pf3D7_14_v3	2635440	2636400	65.12469617112052	1.7142457247730929e-10	PF3D7_1465000	cytochrome c oxidase subunit ApiCOX25 putative
chirp_peak_36	Pf3D7_14_v3	938760	939240	65.12469617112052	2.413917029547076e-09	PF3D7_1423300	serine/threonine protein phosphatase 7
chirp_peak_37	Pf3D7_11_v3	388200	389040	64.61902205305402	1.0546650095063247e-08	PF3D7_1109200	conserved Plasmodium protein unknown function
chirp_peak_38	Pf3D7_07_v3	216000	216840	64.61902205305402	3.737157373969821e-07	PF3D7_0704600	E3 ubiquitin-protein ligase
chirp_peak_39	Pf3D7_02_v3	539400	539640	64.41627499583863	1.1490554529479627e-09	PF3D7_0213100	protein SIS1
chirp_peak_40	Pf3D7_09_v3	756720	757800	64.21352793862324	3.1057879143876773e-09	PF3D7_0918400	conserved Plasmodium protein unknown function
chirp_peak_41	Pf3D7_14_v3	1954200	1955040	64.17933892076336	5.856853717364366e-08	PF3D7_1447900	multidrug resistance protein 2
chirp_peak_42	Pf3D7_04_v3	859440	859800	64.1292489189455	3.1856936273966813e-06	PF3D7_0419400	conserved Plasmodium protein unknown function
chirp_peak_43	Pf3D7_14_v3	1612680	1613520	64.01078088140785	2.3611351318074587e-09	PF3D7_1439600	cytochrome c oxidase subunit ApiCOX26 putative
chirp_peak_44	Pf3D7_06_v3	420720	421560	63.960690879590004	9.429324450422662e-09	PF3D7_0609800	palmitoyltransferase DHHC2 putative
chirp_peak_45	Pf3D7_09_v3	205320	206160	63.72375480451472	5.229611215153422e-11	PF3D7_0904300	conserved protein unknown function
chirp_peak_46	Pf3D7_05_v3	826920	827880	63.555196765159224	3.5962414699974015e-10	PF3D7_0519900	conserved protein unknown function
chirp_peak_47	Pf3D7_11_v3	1003320	1003800	63.455016761523524	1.004850389071583e-09	PF3D7_1125600	conserved protein unknown function
chirp_peak_48	Pf3D7_07_v3	1026120	1026960	63.233981670406195	1.7761418783189453e-17	PF3D7_0724600	protein kinase putative
chirp_peak_49	Pf3D7_04_v3	263400	264120	62.915153625597135	5.313361672571148e-13	PF3D7_0404700	dipeptidyl aminopeptidase 3
chirp_peak_50	Pf3D7_11_v3	262680	263400	62.8968655916952	1.1052220203336571e-08	PF3D7_1106200	conserved Plasmodium protein unknown function
chirp_peak_51	Pf3D7_09_v3	1158360	1158840	62.84677558987735	4.201204499717839e-16	PF3D7_0928800	serine/threonine protein kinase putative
chirp_peak_52	Pf3D7_14_v3	3014880	3015240	62.81258657201745	1.1397198676741518e-10	PF3D7_1474000	conserved Plasmodium protein unknown function
chirp_peak_53	Pf3D7_05_v3	1173360	1174200	62.77839755415756	3.6272631256349707e-13	PF3D7_0528400	palmitoyltransferase DHHC7
chirp_peak_54	Pf3D7_04_v3	480240	480600	62.7624965701996	7.08005097561142e-07	PF3D7_0410600	conserved protein unknown function
chirp_peak_55	Pf3D7_14_v3	2121240	2122200	62.7283075523397	2.3957738878254413e-12	PF3D7_1451700	calcineurin subunit B
chirp_peak_56	Pf3D7_03_v3	886680	887520	62.32281343790892	5.275040818917013e-12	PF3D7_0321200	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase putative
chirp_peak_57	Pf3D7_10_v3	176880	177360	62.238534418231175	2.1558427021324644e-15	PF3D7_1003800	U5 small nuclear ribonucleoprotein component putative
chirp_peak_58	Pf3D7_11_v3	1130160	1130880	62.188444416413326	3.1928296458363127e-09	PF3D7_1129200	26S proteasome regulatory subunit RPN7 putative
chirp_peak_59	Pf3D7_04_v3	807360	807720	62.15425539855343	2.064345923160053e-07	PF3D7_0418000	conserved Plasmodium protein unknown function
chirp_peak_60	Pf3D7_14_v3	234360	234600	62.15425539855343	7.882525509143699e-07	PF3D7_1406500	WD repeat-containing protein 65 putative
chirp_peak_61	Pf3D7_12_v3	726240	727080	62.035787361015785	1.5538523060810197e-07	PF3D7_1218500	dynamin-like protein putative
chirp_peak_62	Pf3D7_09_v3	862200	863040	61.782950301982545	2.018027779873957e-12	PF3D7_0921200	conserved Plasmodium membrane protein unknown function
chirp_peak_63	Pf3D7_13_v3	1532400	1533120	61.6644822644449	7.235095789058719e-11	PF3D7_1337900	conserved Plasmodium protein unknown function
chirp_peak_64	Pf3D7_12_v3	1241280	1242240	61.58020324476715	1.739270309129912e-19	PF3D7_1230100	thioredoxin-like associated protein 1 putative
chirp_peak_65	Pf3D7_05_v3	1075560	1075920	61.49592422508941	1.5341769454781262e-09	PF3D7_0525900	NIMA related kinase 2
chirp_peak_66	Pf3D7_10_v3	601800	602280	61.49592422508941	8.661688084668598e-09	PF3D7_1014900	conserved Plasmodium protein unknown function
chirp_peak_67	Pf3D7_11_v3	1116240	1117200	61.48002324113144	6.641438336281028e-17	PF3D7_1128700	GPI-anchor transamidase putative
chirp_peak_68	Pf3D7_05_v3	663600	663960	61.12461912851852	1.308405429358268e-07	PF3D7_0516000	RAP protein putative
chirp_peak_69	Pf3D7_13_v3	2652240	2652720	61.00615109098088	1.389639638657125e-13	PF3D7_1366300	conserved Plasmodium protein unknown function
chirp_peak_70	Pf3D7_08_v3	501600	502920	60.971962073120984	4.20456706369165e-11	PF3D7_0809800	conserved Plasmodium protein unknown function
chirp_peak_71	Pf3D7_13_v3	1566840	1567200	60.80340403376549	7.654858851584573e-18	PF3D7_1338800	CPW-WPC family protein
chirp_peak_72	Pf3D7_14_v3	69960	70800	60.80340403376549	4.964444056258962e-13	PF3D7_1401800	choline kinase
chirp_peak_73	Pf3D7_05_v3	1314240	1315080	60.55056697473225	1.7978108536474007e-15	PF3D7_0532400	lysine-rich membrane-associated PHISTb protein
chirp_peak_74	Pf3D7_04_v3	207000	207360	60.51637795687235	4.337259117790104e-12	PF3D7_0403700	pre-mRNA-splicing factor CLF1 putative
chirp_peak_75	Pf3D7_02_v3	546960	547200	60.50047697291439	5.4174932602503015e-06	PF3D7_0213600	conserved Plasmodium protein unknown function
chirp_peak_76	Pf3D7_01_v3	217560	217800	60.09498285848361	9.054440573376641e-08	PF3D7_0104800	novel putative transporter 1 putative
chirp_peak_77	Pf3D7_12_v3	649680	650400	60.09498285848361	2.929826714260084e-07	PF3D7_1216200	glycerol-3-phosphate dehydrogenase [NAD(+)] putative
chirp_peak_78	Pf3D7_05_v3	637560	638400	60.06079384062372	2.1565250550458157e-17	PF3D7_0515400	conserved protein unknown function
chirp_peak_79	Pf3D7_14_v3	3023160	3024000	60.06079384062372	1.2926312170450033e-07	PF3D7_1474100	mitochondrial ribosomal protein L20 precursor putative
chirp_peak_80	Pf3D7_09_v3	1223280	1224000	59.94232580308608	5.189987120142343e-16	PF3D7_0930700	conserved Plasmodium protein unknown function
chirp_peak_81	Pf3D7_09_v3	490080	490920	59.94232580308608	4.772234032588203e-09	PF3D7_0910600	SNARE protein
chirp_peak_82	Pf3D7_06_v3	1021200	1022040	59.89223580126822	5.097282673229653e-11	PF3D7_0625000	sphingomyelin synthase 1 putative
chirp_peak_83	Pf3D7_03_v3	317520	318480	59.89223580126822	3.189571069242143e-08	PF3D7_0307300	microtubule-associated protein RP/EB family putative
chirp_peak_84	Pf3D7_04_v3	1097520	1098360	59.80795678159048	5.4091267832187735e-08	PF3D7_0424300	erythrocyte binding antigen-165 pseudogene
chirp_peak_85	Pf3D7_05_v3	759600	759960	59.773767763730575	1.2027311622422555e-09	PF3D7_0518300	proteasome subunit beta type-1 putative
chirp_peak_86	Pf3D7_11_v3	647520	648480	59.60520972437509	6.808457433201372e-11	PF3D7_1117000	conserved Plasmodium membrane protein unknown function
chirp_peak_87	Pf3D7_13_v3	2462760	2464200	59.571020706515185	1.3169076594719621e-11	PF3D7_1361300	conserved Plasmodium protein unknown function
chirp_peak_88	Pf3D7_14_v3	1357200	1357680	59.520930704697335	3.9859979478200685e-10	PF3D7_1433800	conserved Plasmodium protein unknown function
chirp_peak_89	Pf3D7_13_v3	1301040	1301400	59.520930704697335	2.0017204295928353e-08	PF3D7_1331100	DNA polymerase theta putative
chirp_peak_90	Pf3D7_01_v3	159360	160200	59.48674168683745	8.883868558165316e-19	PF3D7_0103500	conserved Plasmodium protein unknown function
chirp_peak_91	Pf3D7_04_v3	927960	928440	59.318183647481945	5.313756455249972e-09	PF3D7_0420300	AP2 domain transcription factor putative
chirp_peak_92	Pf3D7_14_v3	1947240	1947480	59.28399462962205	2.4980695549393626e-07	PF3D7_1447800	calponin homology domain-containing protein putative
chirp_peak_93	Pf3D7_07_v3	907320	908160	59.08124757240666	2.0594159777000328e-09	PF3D7_0721000	conserved Plasmodium membrane protein unknown function
chirp_peak_94	Pf3D7_05_v3	773400	774240	59.065346588448705	8.415820924262918e-11	PF3D7_0518700	mRNA-binding protein PUF1
chirp_peak_95	Pf3D7_04_v3	498240	499080	59.0311575705888	3.402330042486293e-29	PF3D7_0411000	conserved Plasmodium protein unknown function
chirp_peak_96	Pf3D7_13_v3	469800	470040	58.996968552728916	5.660528694027174e-07	PF3D7_1310800	tetratricopeptide repeat protein putative
chirp_peak_97	Pf3D7_14_v3	906240	907080	58.98106756877095	4.381854239273668e-14	PF3D7_1422500	ERAD-associated E3 ubiquitin-protein ligase HRD1
chirp_peak_98	Pf3D7_12_v3	214920	215760	58.98106756877095	4.910308473075321e-08	PF3D7_1204700	conserved protein unknown function
chirp_peak_99	Pf3D7_12_v3	851040	851280	58.912689533051164	6.248614462523832e-07	PF3D7_1221300	conserved Plasmodium protein unknown function
chirp_peak_100	Pf3D7_14_v3	1467720	1468200	58.794221495513526	3.608258308376068e-14	PF3D7_1436200	conserved Plasmodium protein unknown function
chirp_peak_101	Pf3D7_06_v3	926640	927000	58.77832051155556	1.9732515435815693e-07	PF3D7_0622900	AP2 domain transcription factor AP2Tel
chirp_peak_102	Pf3D7_06_v3	438240	438480	58.744131493695676	1.8136171065360724e-08	PF3D7_0610200	RNA-binding protein 25 putative
chirp_peak_103	Pf3D7_06_v3	439440	439680	58.728230509737706	1.7975222809429525e-06	PF3D7_0610200	RNA-binding protein 25 putative
chirp_peak_104	Pf3D7_07_v3	770760	771120	58.62566345615803	1.3897064130558257e-11	PF3D7_0717800	conserved Plasmodium protein unknown function
chirp_peak_105	Pf3D7_13_v3	2720400	2721240	58.57557345434017	5.622530757591408e-11	PF3D7_1368400	ribosomal protein L1 putative
chirp_peak_106	Pf3D7_09_v3	842280	843000	58.507195418620384	2.073374331202165e-10	PF3D7_0920500	ADP-ribosylation factor putative
chirp_peak_107	Pf3D7_14_v3	2392080	2392800	58.47300640076049	3.2299991890728466e-07	PF3D7_1458300	conserved Plasmodium protein unknown function
chirp_peak_108	Pf3D7_04_v3	259560	260400	58.37282639712478	9.1319562359501e-18	PF3D7_0404600	conserved Plasmodium membrane protein unknown function
chirp_peak_109	Pf3D7_03_v3	659160	659520	58.338637379264895	2.653844863308531e-11	PF3D7_0316300	inorganic pyrophosphatase inorganic pyrophosphatase putative
chirp_peak_110	Pf3D7_07_v3	721800	722160	58.17007933990939	6.134138204482972e-13	PF3D7_0716500	conserved Plasmodium protein unknown function
chirp_peak_111	Pf3D7_12_v3	1874040	1874280	58.08580032023165	9.414230786436543e-07	PF3D7_1244800	translation machinery-associated protein 46 putative
chirp_peak_112	Pf3D7_03_v3	689880	690240	58.051611302371754	3.659404912650538e-11	PF3D7_0317200	cdc2-related protein kinase 4
chirp_peak_113	Pf3D7_12_v3	1990440	1990800	58.001521300553904	4.452851568356477e-13	PF3D7_1248600	conserved Plasmodium protein unknown function
chirp_peak_114	Pf3D7_07_v3	686280	687120	57.88305326301626	1.7176390156540753e-06	PF3D7_0715300	calcium/calmodulin-dependent protein kinase putative
chirp_peak_115	Pf3D7_13_v3	2539080	2540040	57.71449522366076	7.21088346017532e-10	PF3D7_1363100	conserved Plasmodium protein unknown function
chirp_peak_116	Pf3D7_10_v3	1065960	1066320	57.64611718794097	1.1820650083594236e-11	PF3D7_1025400	conserved Plasmodium membrane protein unknown function
chirp_peak_117	Pf3D7_09_v3	410640	411480	57.63021620398301	3.618345468143717e-12	PF3D7_0909000	conserved Plasmodium protein unknown function
chirp_peak_118	Pf3D7_14_v3	1639560	1640520	57.63021620398301	4.887115046610362e-10	PF3D7_1440200	stromal-processing peptidase putative
chirp_peak_119	Pf3D7_02_v3	592560	592920	57.46165816462751	1.56522550307062e-08	PF3D7_0214500	conserved Plasmodium protein unknown function
chirp_peak_120	Pf3D7_13_v3	1495800	1496520	57.44337013072558	1.6726468837456254e-08	PF3D7_1337100	protein kinase 6
chirp_peak_121	Pf3D7_08_v3	1049640	1049880	57.42746914676762	8.403714909522813e-08	PF3D7_0824000	conserved Plasmodium protein unknown function
chirp_peak_122	Pf3D7_13_v3	2461320	2462160	57.39328012890773	2.558017394790505e-12	PF3D7_1361200	conserved Plasmodium protein unknown function
chirp_peak_123	Pf3D7_11_v3	699360	700200	57.377379144949764	2.554579291600582e-07	PF3D7_1118400	haloacid dehalogenase-like hydrolase putative
chirp_peak_124	Pf3D7_08_v3	150600	150960	57.05616405019674	4.237349247827649e-09	PF3D7_0802000	glutamate dehydrogenase putative
chirp_peak_125	Pf3D7_06_v3	787440	787680	57.02197503233684	3.776410610928721e-06	PF3D7_0618900	phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI1
chirp_peak_126	Pf3D7_01_v3	552120	552960	56.937696012659096	1.676407037517207e-11	PF3D7_0114300	exported protein family 4 pseudogene
chirp_peak_127	Pf3D7_13_v3	2709960	2710440	56.937696012659096	5.418660813147662e-09	PF3D7_1368100	26S proteasome regulatory subunit RPN11 putative
chirp_peak_128	Pf3D7_12_v3	1958400	1959240	56.80332699116349	4.500234928418755e-14	PF3D7_1247500	serine/threonine protein kinase putative
chirp_peak_129	Pf3D7_11_v3	1757280	1757640	56.7691379733036	6.87070314347002e-11	PF3D7_1144200	conserved Plasmodium protein unknown function
chirp_peak_130	Pf3D7_10_v3	966720	966960	56.65066993576596	5.331028229152551e-07	PF3D7_1023100	dynein heavy chain putative
chirp_peak_131	Pf3D7_04_v3	1076040	1076880	56.6005799339481	4.37792202938683e-09	PF3D7_0423800	cysteine-rich protective antigen
chirp_peak_132	Pf3D7_04_v3	671520	672000	56.532201898228315	2.3210908035264774e-14	PF3D7_0415100	conserved protein unknown function
chirp_peak_133	Pf3D7_04_v3	357720	358080	56.51630091427035	1.4669877091720788e-07	PF3D7_0406900	conserved Plasmodium protein unknown function
chirp_peak_134	Pf3D7_13_v3	2811120	2811480	56.44792287855057	8.57819771485934e-17	PF3D7_1371600	erythrocyte binding like protein 1 pseudogene
chirp_peak_135	Pf3D7_10_v3	915120	915960	56.4320218945926	7.311820256798597e-11	PF3D7_1021900	PHAX domain-containing protein putative
chirp_peak_136	Pf3D7_13_v3	715800	716160	56.41373386069067	1.7403511483624034e-07	PF3D7_1317100	DNA replication licensing factor MCM4
chirp_peak_137	Pf3D7_13_v3	2916600	2917560	56.39783287673271	1.4374504347241205e-21	PF3D7_1373500	erythrocyte membrane protein 1 PfEMP1
